Education,Status,Others,Skin Color,Sex
 HS-grad, Married-civ-spouse, Prof-specialty, White, Male
 Masters, Married-civ-spouse, Exec-managerial, White, Female
 HS-grad, Divorced, Sales, White, Female
 Assoc-voc, Separated, Exec-managerial, White, Male
 Bachelors, Never-married, Sales, White, Female
 11th, Never-married, Handlers-cleaners, White, Male
 5th-6th, Married-civ-spouse, Craft-repair, White, Male
 Assoc-voc, Married-civ-spouse, Adm-clerical, Black, Female
 Bachelors, Never-married, Sales, White, Female
 Assoc-acdm, Never-married, Adm-clerical, White, Female
 10th, Never-married, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 HS-grad, Never-married, Other-service, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, Black, Male
 Bachelors, Divorced, Tech-support, Black, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Married-civ-spouse, Transport-moving, White, Male
 HS-grad, Married-civ-spouse, Adm-clerical, White, Male
 HS-grad, Never-married, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Adm-clerical, White, Male
 Assoc-acdm, Married-civ-spouse, Tech-support, Black, Male
 HS-grad, Never-married, Handlers-cleaners, White, Male
 Assoc-voc, Married-civ-spouse, Sales, White, Male
 Masters, Widowed, Other-service, White, Female
 Assoc-voc, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Never-married, Sales, White, Female
 HS-grad, Divorced, Machine-op-inspct, White, Male
 HS-grad, Divorced, Protective-serv, White, Male
 Bachelors, Never-married, Prof-specialty, White, Female
 HS-grad, Widowed, Other-service, White, Female
 Assoc-voc, Never-married, Exec-managerial, Amer-Indian-Eskimo, Female
 Some-college, Married-civ-spouse, Prof-specialty, White, Male
 10th, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Other-service, White, Female
 10th, Married-civ-spouse, Sales, White, Male
 Prof-school, Married-civ-spouse, Sales, White, Male
 Bachelors, Separated, Prof-specialty, Asian-Pac-Islander, Female
 Some-college, Never-married, Adm-clerical, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Divorced, Craft-repair, White, Male
 Some-college, Married-civ-spouse, Other-service, White, Male
 Masters, Divorced, Prof-specialty, White, Female
 Masters, Married-civ-spouse, Exec-managerial, White, Male
 11th, Widowed, Machine-op-inspct, White, Female
 Some-college, Divorced, Adm-clerical, Black, Female
 Assoc-voc, Never-married, Tech-support, White, Male
 Some-college, Married-civ-spouse, Transport-moving, Black, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 Assoc-voc, Divorced, Sales, White, Female
 HS-grad, Married-civ-spouse, Adm-clerical, White, Female
 Masters, Married-civ-spouse, Other-service, White, Male
 11th, Married-civ-spouse, Transport-moving, White, Male
 HS-grad, Never-married, Handlers-cleaners, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Married-civ-spouse, Sales, White, Male
 Some-college, Never-married, Tech-support, White, Female
 HS-grad, Married-civ-spouse, Farming-fishing, White, Male
 Masters, Married-civ-spouse, Protective-serv, White, Male
 HS-grad, Never-married, Craft-repair, Black, Male
 Some-college, Separated, Transport-moving, White, Male
 Bachelors, Married-civ-spouse, Tech-support, White, Male
 Some-college, Never-married, Other-service, White, Female
 Some-college, Married-civ-spouse, Adm-clerical, White, Female
 Some-college, Never-married, Sales, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Masters, Never-married, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Widowed, Priv-house-serv, White, Female
 HS-grad, Never-married, Other-service, White, Male
 9th, Never-married, Sales, White, Female
 Some-college, Never-married, Adm-clerical, White, Female
 HS-grad, Divorced, Craft-repair, White, Male
 10th, Married-civ-spouse, Exec-managerial, White, Female
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Married-civ-spouse, Tech-support, White, Male
 HS-grad, Married-spouse-absent, Machine-op-inspct, White, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 HS-grad, Widowed, ?, White, Female
 Assoc-voc, Widowed, ?, White, Female
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male
 Some-college, Married-civ-spouse, Sales, White, Male
 Some-college, Never-married, Adm-clerical, White, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 HS-grad, Never-married, Other-service, White, Female
 Bachelors, Never-married, Handlers-cleaners, White, Male
 Bachelors, Divorced, ?, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Assoc-voc, Divorced, Craft-repair, White, Male
 Assoc-acdm, Married-civ-spouse, Sales, Black, Male
 Some-college, Married-civ-spouse, Adm-clerical, White, Female
 Some-college, Married-civ-spouse, Protective-serv, Black, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male
 1st-4th, Divorced, Craft-repair, Other, Male
 Bachelors, Married-civ-spouse, Adm-clerical, White, Female
 7th-8th, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Never-married, Adm-clerical, White, Female
 Bachelors, Divorced, Tech-support, White, Male
 Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male
 Bachelors, Divorced, Adm-clerical, White, Male
 7th-8th, Married-civ-spouse, Farming-fishing, White, Male
 Bachelors, Married-civ-spouse, Protective-serv, White, Male
 Some-college, Never-married, Exec-managerial, White, Male
 11th, Married-civ-spouse, ?, White, Male
 11th, Never-married, Protective-serv, Black, Male
 Some-college, Married-civ-spouse, Handlers-cleaners, White, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 Masters, Never-married, Other-service, White, Female
 Bachelors, Never-married, Sales, White, Female
 5th-6th, Married-civ-spouse, Other-service, Black, Male
 Bachelors, Divorced, Exec-managerial, White, Female
 5th-6th, Never-married, Craft-repair, White, Male
 11th, Never-married, Transport-moving, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 HS-grad, Married-civ-spouse, Other-service, Amer-Indian-Eskimo, Male
 7th-8th, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 Assoc-acdm, Divorced, Prof-specialty, White, Female
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Never-married, Prof-specialty, Black, Male
 11th, Divorced, Sales, White, Female
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Never-married, Prof-specialty, White, Female
 11th, Never-married, Sales, Asian-Pac-Islander, Female
 5th-6th, Married-spouse-absent, Farming-fishing, White, Male
 Assoc-voc, Married-civ-spouse, Adm-clerical, White, Male
 7th-8th, Married-civ-spouse, ?, White, Male
 HS-grad, Divorced, Other-service, White, Female
 5th-6th, Married-civ-spouse, Farming-fishing, White, Female
 Bachelors, Never-married, Sales, White, Female
 Assoc-voc, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Married-civ-spouse, Adm-clerical, White, Male
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Divorced, Protective-serv, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Adm-clerical, White, Male
 Some-college, Married-civ-spouse, Farming-fishing, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 7th-8th, Never-married, Other-service, White, Female
 Some-college, Widowed, Exec-managerial, Amer-Indian-Eskimo, Female
 Some-college, Married-civ-spouse, Other-service, White, Male
 Some-college, Never-married, Sales, White, Female
 Some-college, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 Doctorate, Separated, Prof-specialty, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Never-married, Craft-repair, White, Male
 Assoc-voc, Married-civ-spouse, Sales, White, Male
 5th-6th, Never-married, Transport-moving, White, Male
 10th, Separated, Machine-op-inspct, White, Male
 HS-grad, Married-civ-spouse, Other-service, Black, Female
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Never-married, ?, White, Male
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 9th, Married-civ-spouse, Handlers-cleaners, Black, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-civ-spouse, Other-service, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 11th, Never-married, ?, Amer-Indian-Eskimo, Male
 Some-college, Divorced, Adm-clerical, White, Female
 Some-college, Never-married, Other-service, White, Female
 Masters, Married-civ-spouse, Craft-repair, White, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Female
 10th, Married-civ-spouse, Craft-repair, White, Male
 11th, Never-married, Other-service, White, Male
 Some-college, Divorced, Adm-clerical, White, Male
 Bachelors, Divorced, Other-service, White, Female
 Assoc-acdm, Never-married, Protective-serv, White, Male
 12th, Widowed, Sales, White, Female
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Never-married, Other-service, White, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Never-married, Sales, White, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Married-civ-spouse, Sales, Black, Male
 HS-grad, Divorced, Transport-moving, White, Female
 Prof-school, Married-civ-spouse, Prof-specialty, White, Female
 Bachelors, Never-married, Adm-clerical, White, Female
 Assoc-voc, Divorced, Tech-support, White, Male
 HS-grad, Never-married, Handlers-cleaners, White, Male
 HS-grad, Never-married, Handlers-cleaners, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male
 11th, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Sales, White, Female
 HS-grad, Married-civ-spouse, Other-service, White, Male
 5th-6th, Never-married, Other-service, White, Male
 Assoc-voc, Married-civ-spouse, Transport-moving, White, Male
 HS-grad, Never-married, Other-service, Black, Female
 Some-college, Never-married, Other-service, Black, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Separated, Other-service, White, Female
 HS-grad, Married-civ-spouse, Sales, White, Female
 5th-6th, Married-civ-spouse, ?, White, Female
 Bachelors, Married-civ-spouse, Sales, White, Male
 Some-college, Divorced, ?, White, Female
 Some-college, Married-spouse-absent, Craft-repair, White, Male
 Bachelors, Never-married, Other-service, White, Female
 Masters, Divorced, Prof-specialty, White, Female
 HS-grad, Married-civ-spouse, Farming-fishing, White, Male
 HS-grad, Never-married, Machine-op-inspct, White, Female
 HS-grad, Never-married, Prof-specialty, White, Female
 Bachelors, Never-married, Protective-serv, White, Female
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Married-civ-spouse, Adm-clerical, White, Male
 Bachelors, Never-married, Prof-specialty, White, Female
 Bachelors, Never-married, Prof-specialty, White, Female
 Some-college, Divorced, Adm-clerical, White, Female
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 Masters, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Assoc-voc, Married-civ-spouse, Craft-repair, White, Male
 Assoc-acdm, Married-civ-spouse, Sales, White, Male
 Assoc-voc, Divorced, Prof-specialty, White, Male
 Bachelors, Never-married, Exec-managerial, Asian-Pac-Islander, Female
 Bachelors, Married-civ-spouse, Sales, White, Male
 Bachelors, Never-married, Exec-managerial, White, Female
 1st-4th, Married-civ-spouse, Farming-fishing, White, Male
 Bachelors, Never-married, Tech-support, White, Male
 HS-grad, Never-married, Sales, Black, Female
 Some-college, Never-married, Protective-serv, White, Male
 5th-6th, Married-civ-spouse, ?, White, Male
 HS-grad, Never-married, Transport-moving, White, Male
 Some-college, Never-married, Adm-clerical, Black, Female
 Bachelors, Married-civ-spouse, Tech-support, White, Male
 HS-grad, Divorced, Priv-house-serv, Black, Female
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 Bachelors, Never-married, Sales, White, Male
 5th-6th, Married-civ-spouse, Machine-op-inspct, White, Male
 Bachelors, Never-married, Prof-specialty, White, Female
 Some-college, Married-civ-spouse, ?, White, Female
 7th-8th, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Never-married, Other-service, White, Female
 11th, Never-married, Handlers-cleaners, Black, Male
 11th, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Divorced, Craft-repair, White, Male
 7th-8th, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Never-married, Adm-clerical, White, Female
 HS-grad, Never-married, Craft-repair, White, Male
 Some-college, Divorced, Adm-clerical, White, Female
 Some-college, Divorced, Adm-clerical, White, Female
 Some-college, Never-married, ?, White, Female
 Doctorate, Married-civ-spouse, Exec-managerial, White, Male
 12th, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Never-married, Adm-clerical, Black, Female
 Bachelors, Divorced, Other-service, Asian-Pac-Islander, Female
 Some-college, Never-married, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female
 HS-grad, Married-civ-spouse, Protective-serv, White, Male
 Bachelors, Never-married, Adm-clerical, White, Female
 HS-grad, Never-married, Adm-clerical, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male
 Some-college, Separated, Adm-clerical, Black, Female
 Some-college, Never-married, Exec-managerial, Black, Female
 11th, Never-married, Machine-op-inspct, White, Male
 HS-grad, Never-married, Adm-clerical, White, Female
 Some-college, Never-married, Sales, White, Female
 Masters, Never-married, Transport-moving, White, Male
 HS-grad, Married-civ-spouse, Adm-clerical, White, Female
